time_utc,gage_height_m,gage_height_ft
2019-03-02 00:00:00+00:00,9.613387582806089,31.539986517173528
2019-03-02 01:00:00+00:00,9.521944789357738,31.23997734271644
2019-03-02 02:00:00+00:00,9.433229245780627,30.94891583872691
2019-03-02 03:00:00+00:00,9.344747722515105,30.65862211793646
2019-03-02 04:00:00+00:00,9.260041410908912,30.380714262566393
2019-03-02 05:00:00+00:00,9.178874360233339,30.11441815602795
2019-03-02 06:00:00+00:00,9.09926017584917,29.853216755332987
2019-03-02 07:00:00+00:00,9.021413315832561,29.5978136631161
2019-03-02 08:00:00+00:00,8.946056097984968,29.350578688513004
2019-03-02 09:00:00+00:00,8.873795752103716,29.113504055331955
2019-03-02 10:00:00+00:00,8.80238565023139,28.879218936705154
2019-03-02 11:00:00+00:00,8.73176892115587,28.647536747285027
2019-03-02 12:00:00+00:00,8.664068700223188,28.425423154440246
2019-03-02 13:00:00+00:00,8.602015335481958,28.22183599326263
2019-03-02 14:00:00+00:00,8.55460656481966,28.06629540212293
2019-03-02 15:00:00+00:00,8.512181874936148,27.927106782565513
2019-03-02 16:00:00+00:00,8.464858781235273,27.771847283827935
2019-03-02 17:00:00+00:00,8.422446574616565,27.63269961986501
2019-03-02 18:00:00+00:00,8.392981252123567,27.536028611217084
2019-03-02 19:00:00+00:00,8.373656592566471,27.47262749515578
2019-03-02 20:00:00+00:00,8.353949266483491,27.4079709114497
2019-03-02 21:00:00+00:00,8.325631943568142,27.315066305736103
2019-03-02 22:00:00+00:00,8.287684179751402,27.190565764295588
2019-03-02 23:00:00+00:00,8.24520819537838,27.051208855725204
2019-03-03 00:00:00+00:00,8.204055423247194,26.916193194806326
2019-03-03 01:00:00+00:00,8.169234295734746,26.801950646818383
2019-03-03 02:00:00+00:00,8.143445716336432,26.717342443985217
2019-03-03 03:00:00+00:00,8.127213311029877,26.664086519359262
2019-03-03 04:00:00+00:00,8.119817094095842,26.6398207149934
2019-03-03 05:00:00+00:00,8.120209813579065,26.641109164782737
2019-03-03 06:00:00+00:00,8.127016951288265,26.66344229446459
2019-03-03 07:00:00+00:00,8.138602176043346,26.70145156325005
2019-03-03 08:00:00+00:00,8.152740077439377,26.747835755666205
2019-03-03 09:00:00+00:00,8.166157993116165,26.79185779013524
2019-03-03 10:00:00+00:00,8.17591052694954,26.82385429323713
2019-03-03 11:00:00+00:00,8.179052282815324,26.834161891551826
2019-03-03 12:00:00+00:00,8.1735542100502,26.8161235945011
2019-03-03 13:00:00+00:00,8.158630869687723,26.76716250250627
2019-03-03 14:00:00+00:00,8.1344131682223,26.687708098830452
2019-03-03 15:00:00+00:00,8.101228371889949,26.57883409163142
2019-03-03 16:00:00+00:00,8.060843718365176,26.4463385049612
2019-03-03 17:00:00+00:00,8.015615524547316,26.297952037555817
2019-03-03 18:00:00+00:00,7.968096467077323,26.142049613045963
2019-03-03 19:00:00+00:00,7.919993492499906,25.98423144993339
2019-03-03 20:00:00+00:00,7.871187519131238,25.824106860266532
2019-03-03 21:00:00+00:00,7.82442648878081,25.670691401451634
2019-03-03 22:00:00+00:00,7.780528378655919,25.526668725829488
2019-03-03 23:00:00+00:00,7.740243001196586,25.39449884804581
2019-03-04 00:00:00+00:00,7.703774850704635,25.274852681185795
2019-03-04 01:00:00+00:00,7.671055762412791,25.16750658755438
2019-03-04 02:00:00+00:00,7.641540418182856,25.070671465591044
2019-03-04 03:00:00+00:00,7.614319355740106,24.981363515086368
2019-03-04 04:00:00+00:00,7.588228808955516,24.895764605573614
2019-03-04 05:00:00+00:00,7.56312016446927,24.813387160397358
2019-03-04 06:00:00+00:00,7.538432335253744,24.732390342793895
2019-03-04 07:00:00+00:00,7.514025049552031,24.652313943572285
2019-03-04 08:00:00+00:00,7.489687899728771,24.57246764894614
2019-03-04 09:00:00+00:00,7.46535074990551,24.492621354319994
2019-03-04 10:00:00+00:00,7.440943464203797,24.412544955098387
2019-03-04 11:00:00+00:00,7.4166063143805365,24.33269866047224
2019-03-04 12:00:00+00:00,7.392269164557277,24.252852365846095
2019-03-04 13:00:00+00:00,7.36758133534175,24.17185554824263
2019-03-04 14:00:00+00:00,7.342262283220146,24.088787789279984
2019-03-04 15:00:00+00:00,7.315961328800196,24.002498565980833
2019-03-04 16:00:00+00:00,7.288011926907199,23.910801050274216
2019-03-04 17:00:00+00:00,7.259094994128982,23.81592922053813
2019-03-04 18:00:00+00:00,7.229380852677681,23.718441876699043
2019-03-04 19:00:00+00:00,7.198869502553297,23.61833901875696
2019-03-04 20:00:00+00:00,7.168068258365973,23.51728506477742
2019-03-04 21:00:00+00:00,7.137267014178649,23.416231110797877
2019-03-04 22:00:00+00:00,7.10682813757,23.316366026865158
2019-03-04 23:00:00+00:00,7.07682410205576,23.21792758698862
2019-03-05 00:00:00+00:00,7.047254907635929,23.12091579116826
2019-03-05 01:00:00+00:00,7.018337974857712,23.026043961432176
2019-03-05 02:00:00+00:00,6.989340148710641,22.930906733495817
2019-03-05 03:00:00+00:00,6.960785245141316,22.837222663669433
2019-03-05 04:00:00+00:00,6.93267767687595,22.745006229401692
2019-03-05 05:00:00+00:00,6.904942888030549,22.654012824766145
2019-03-05 06:00:00+00:00,6.877580878605113,22.564242449762798
2019-03-05 07:00:00+00:00,6.850367980947663,22.47496128661233
2019-03-05 08:00:00+00:00,6.82308052740622,22.385435517535424
2019-03-05 09:00:00+00:00,6.795793073864776,22.295909748458513
2019-03-05 10:00:00+00:00,6.768356508555348,22.205894767528726
2019-03-05 11:00:00+00:00,6.740994499129911,22.11612439252538
2019-03-05 12:00:00+00:00,6.713483377936489,22.02586480566915
2019-03-05 13:00:00+00:00,6.685357097757204,21.933586980605746
2019-03-05 14:00:00+00:00,6.65959106359198,21.849052745075113
2019-03-05 15:00:00+00:00,6.634761976123674,21.76759248174559
2019-03-05 16:00:00+00:00,6.608839784175631,21.682545917514776
2019-03-05 17:00:00+00:00,6.582761434444769,21.596987024583775
2019-03-05 18:00:00+00:00,6.5675360506198635,21.547034976315672
2019-03-05 19:00:00+00:00,6.55871313589056,21.518088404755186
2019-03-05 20:00:00+00:00,6.549343668921388,21.487348682744045
2019-03-05 21:00:00+00:00,6.539661886386576,21.455584303332536
2019-03-05 22:00:00+00:00,6.535992178490317,21.44354457887817
2019-03-05 23:00:00+00:00,6.541379621997591,21.461219919034576
