time_utc,nwm_height_ft,nwm_height_m
2019-03-04 22:00:00+00:00,16.402924272118597,4.999611318141748
2019-03-04 23:00:00+00:00,16.27470708260673,4.960530718778532
2019-03-05 00:00:00+00:00,16.15000269280752,4.922520820767732
2019-03-05 01:00:00+00:00,16.034080302289944,4.887187676137975
2019-03-05 02:00:00+00:00,15.925183511197673,4.853995934213051
2019-03-05 03:00:00+00:00,15.823312319530713,4.822945594992961
2019-03-05 04:00:00+00:00,15.723197527720078,4.79243060644908
2019-03-05 05:00:00+00:00,15.630108335334754,4.764057020610033
2019-03-05 06:00:00+00:00,15.549313941943714,4.739430889504444
2019-03-05 07:00:00+00:00,15.484327147259618,4.719622914484732
2019-03-05 08:00:00+00:00,15.429878751713483,4.70302704352227
2019-03-05 09:00:00+00:00,15.38596875530531,4.689643276617058
2019-03-05 10:00:00+00:00,15.342058758897139,4.676259509711848
2019-03-05 11:00:00+00:00,15.28936676320733,4.660198989425594
2019-03-05 12:00:00+00:00,15.233161967804868,4.643067767786924
2019-03-05 13:00:00+00:00,15.268289964931405,4.653774781311093
2019-03-05 14:00:00+00:00,15.531749943380444,4.73407738274236
2019-03-05 15:00:00+00:00,15.77940232312254,4.80956182808775
2019-03-05 16:00:00+00:00,15.890055514071136,4.843288920688883
2019-03-05 17:00:00+00:00,15.814530320249077,4.820268841611918
2019-03-05 18:00:00+00:00,15.986657506169117,4.872733207880347
2019-03-05 19:00:00+00:00,17.867761752295245,5.446093782099591
2019-03-05 20:00:00+00:00,21.120614286212692,6.437563234437629
2019-03-05 21:00:00+00:00,22.39400418204971,6.8256924746887515
2019-03-05 22:00:00+00:00,21.584303848283,6.578895812956659
2019-03-05 23:00:00+00:00,20.563835531757064,6.267857070079553
